"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS/60","NZS/60","DZS/60","OTF/60","OZF/60","NZF/60","DZF/60","Ice_F/60","Ice_A/60"
"Alex Picard","ALEX.PICARD","08-09","OTT","D","L",1985-07-05,23,47,154.63,3.29,50.62,28.71,8.54,0.78,20.57,46.95,13.58,1.94,0,0
"Alex Picard","ALEX.PICARD","09-10","OTT","D","L",1985-07-05,24,43,80.97,1.88,38.09,21.49,5.19,2.96,34.83,43.72,11.86,3.71,0.74,0
"Alex Pietrangelo","ALEX.PIETRANGELO","10-11","STL","D","R",1990-01-18,20,79,228.25,2.89,52.9,28.39,8.94,0.53,15.51,50.47,12.35,1.84,0,0
"Alex Pietrangelo","ALEX.PIETRANGELO","11-12","STL","D","R",1990-01-18,21,81,222.03,2.74,54.27,28.92,6.49,0,31.89,51.88,10.54,1.62,0.54,0
"Alex Pietrangelo","ALEX.PIETRANGELO","12-13","STL","D","R",1990-01-18,22,47,127.73,2.72,54.69,24.9,7.52,1.88,28.18,46.97,15.5,2.82,0.94,0
"Alex Pietrangelo","ALEX.PIETRANGELO","13-14","STL","D","R",1990-01-18,23,81,215.37,2.66,49.97,26.47,7.52,0.84,30.09,42.9,12.26,3.34,0.84,0
"Alex Pietrangelo","ALEX.PIETRANGELO","14-15","STL","D","R",1990-01-18,24,77,195.55,2.54,49.64,22.4,6.44,1.53,32.22,44.49,13.5,4.6,0.92,0
"Alex Pietrangelo","ALEX.PIETRANGELO","15-16","STL","D","R",1990-01-18,25,70,164.97,2.36,50.25,17.09,8,1.82,37.46,33.82,12.73,2.91,0.73,0
"Alex Pietrangelo","ALEX.PIETRANGELO","16-17","STL","D","R",1990-01-18,26,78,191.75,2.46,50.35,22.53,6.88,1.25,33.79,38.8,11.58,3.44,0.63,0
"Alex Pietrangelo","ALEX.PIETRANGELO","17-18","STL","D","R",1990-01-18,27,77,223.98,2.91,58.8,24.11,5.09,1.34,14.47,51.43,8.84,3.48,1.07,0
"Alex Pietrangelo","ALEX.PIETRANGELO","18-19","STL","D","R",1990-01-18,28,70,186.07,2.66,54.81,27.41,3.55,0.32,19.35,49.34,7.74,1.29,0,0
"Alex Pietrangelo","ALEX.PIETRANGELO","19-20","STL","D","R",1990-01-18,29,68,203.38,2.99,65.66,30.68,4.13,0.59,7.08,60.18,6.49,2.66,1.48,0
"Alex Radulov","ALEX.RADULOV","07-08","NSH","R","L",1986-07-05,21,81,240.78,2.97,42.58,15.95,9.47,2.24,33.64,30.65,17.94,4.49,0.25,0
"Alex Radulov","ALEX.RADULOV","16-17","MTL","R","L",1986-07-05,30,76,206.17,2.71,59.85,30.27,5.53,0.87,11.64,47.15,9.6,1.75,0.58,0
"Alex Radulov","ALEX.RADULOV","17-18","DAL","R","L",1986-07-05,31,78,252.4,3.24,66.92,32.81,6.66,0.48,10.22,59.19,9.98,1.19,0.48,0
"Alex Radulov","ALEX.RADULOV","18-19","DAL","R","L",1986-07-05,32,68,210.42,3.09,70.75,31.65,3.71,0.29,11.41,58.74,7.13,3.14,0.86,0
"Alex Radulov","ALEX.RADULOV","19-20","DAL","R","L",1986-07-05,33,57,146.57,2.57,52.72,31.52,4.5,0.41,27.84,45.03,11.46,4.91,4.09,0
"Alex Semin","ALEX.SEMIN","07-08","WSH","L","R",1984-03-03,23,63,263.6,4.18,67.56,22.31,11.61,0.68,8.19,39.15,20.71,2.28,0.46,0
"Alex Semin","ALEX.SEMIN","08-09","WSH","L","R",1984-03-03,24,62,232.77,3.75,63.71,28.61,5.67,0.52,11.08,51.55,13.4,2.06,0.26,0
"Alex Semin","ALEX.SEMIN","09-10","WSH","L/R","R",1984-03-03,25,73,223.03,3.06,56.17,27.44,5.92,1.08,13.99,51.38,11.84,2.69,0.81,0
"Alex Semin","ALEX.SEMIN","10-11","WSH","R","R",1984-03-03,26,63,183.63,2.91,56.11,28.75,5.88,0.65,13.4,50.65,10.46,0.98,0.33,0
"Alex Semin","ALEX.SEMIN","11-12","WSH","R","R",1984-03-03,27,73,183.83,2.52,51.46,27.42,3.92,1.63,19.58,47.33,10.77,3.59,0.98,0
"Alex Semin","ALEX.SEMIN","12-13","CAR","R","R",1984-03-03,28,44,148.35,3.37,62.12,33.16,5.66,0.81,8.9,57.84,10.92,3.24,0.81,0
"Alex Semin","ALEX.SEMIN","13-14","CAR","R","R",1984-03-03,29,63,203.93,3.24,57.2,35.01,6.47,0.59,11.18,60.61,11.47,1.18,0.59,0
"Alex Semin","ALEX.SEMIN","14-15","CAR","R","R",1984-03-03,30,53,82.83,1.56,30.7,28.25,7.97,1.45,30.42,43.46,11.59,3.62,1.45,0
"Alex Steen","ALEX.STEEN","07-08","TOR","C","L",1984-03-01,23,76,125.32,1.65,24.67,24.9,13.88,2.87,33.99,42.13,22.02,6.7,1.44,0
"Alex Steen","ALEX.STEEN","08-09","STL","C","L",1984-03-01,24,60,103.08,1.72,26.63,22.12,11.06,1.75,53.55,33.76,13.39,2.33,0,0
"Alex Steen","ALEX.STEEN","09-10","STL","C","L",1984-03-01,25,68,177,2.6,44.74,31.86,6.44,0.34,20,53.56,10.85,1.36,0.34,0
"Alex Steen","ALEX.STEEN","10-11","STL","C","L",1984-03-01,26,72,208.9,2.9,54.19,31.88,7.75,0.29,14.94,51.99,11.49,1.44,0.29,0
"Alex Steen","ALEX.STEEN","11-12","STL","C","L",1984-03-01,27,43,102.92,2.39,47.46,27.98,6.41,0,27.4,51.88,11.08,0.58,0,0
"Alex Steen","ALEX.STEEN","12-13","STL","C","L",1984-03-01,28,40,99.93,2.5,49.03,40.23,7.21,1.2,25.82,58.84,13.81,1.2,0,0
"Alex Steen","ALEX.STEEN","13-14","STL","C/L","L",1984-03-01,29,68,216.68,3.19,58.96,31.01,7.75,0.28,13.01,59.53,13.85,2.77,0.83,0
"Alex Steen","ALEX.STEEN","14-15","STL","L","L",1984-03-01,30,70,234.47,3.35,65.8,33.52,4.61,2.3,7.68,59.11,9.98,3.58,1.79,0
"Alex Steen","ALEX.STEEN","15-16","STL","L","L",1984-03-01,31,65,189.2,2.91,61.61,36.15,7.61,0.95,14.27,55.5,13.64,2.22,0.95,0
"Alex Steen","ALEX.STEEN","16-17","STL","L","L",1984-03-01,32,74,212.73,2.87,59.55,35.54,7.62,0.28,10.72,58.67,10.72,1.13,0.56,0
"Alex Steen","ALEX.STEEN","17-18","STL","L","L",1984-03-01,33,75,215.98,2.88,58,32.23,5.28,0.28,10.28,58.06,10,2.78,1.11,0
"Alex Steen","ALEX.STEEN","18-19","STL","L","L",1984-03-01,34,64,83.28,1.3,26.59,22.33,2.16,0.72,43.23,37.46,5.04,1.44,0,0
"Alex Tanguay","ALEX.TANGUAY","07-08","CGY","L","L",1979-11-21,27,78,220.35,2.82,43.43,21.24,13.61,1.63,25.05,38.39,20.69,2.45,0.54,0
"Alex Tanguay","ALEX.TANGUAY","08-09","MTL","L","L",1979-11-21,28,50,173.3,3.47,50.17,35.31,5.19,0.69,14.2,56.43,11.43,2.08,0.35,0
"Alex Tanguay","ALEX.TANGUAY","09-10","T.B","L","L",1979-11-21,29,80,151.82,1.9,30.73,22.92,7.9,4.74,40.71,33.2,13.44,8.3,0.79,0
"Alex Tanguay","ALEX.TANGUAY","10-11","CGY","L","L",1979-11-21,30,79,270.25,3.42,56.44,31.08,5.55,0.44,10.66,53.28,11.54,3.55,0.67,0
"Alex Tanguay","ALEX.TANGUAY","11-12","CGY","L","L",1979-11-21,31,63,198.07,3.14,59.67,30.29,7.57,0.3,11.81,49.07,13.63,2.73,1.21,0
"Alex Tanguay","ALEX.TANGUAY","12-13","CGY","L","L",1979-11-21,32,40,112.72,2.82,54.23,37.79,3.19,0,17.57,54.29,9.58,2.66,1.06,0
"Alex Tanguay","ALEX.TANGUAY","14-15","COL","L","L",1979-11-21,34,79,180.45,2.28,48.29,28.6,5.32,1.33,21.95,49.21,9.31,3.99,1.33,0
"Alex Tanguay","ALEX.TANGUAY","15-16","COL","L","L",1979-11-21,35,50,100.2,2,37.89,35.33,2.99,2.99,20.36,54.49,5.99,5.39,0.6,0
"Alex Tuch","ALEX.TUCH","17-18","VGK","R","R",1996-05-10,21,76,175.47,2.31,47.39,32.83,5.13,0.34,21.88,53.68,8.21,1.37,0.34,0
"Alex Tuch","ALEX.TUCH","18-19","VGK","R","R",1996-05-10,22,74,175.15,2.37,51.44,34.94,3.08,0.34,18.5,57.21,4.45,2.4,1.03,0
"Alex Tuch","ALEX.TUCH","19-20","VGK","R","R",1996-05-10,23,41,72.95,1.78,44.14,27.96,2.47,0.82,27.96,57.57,6.58,0.82,0,0
"Alex Wennberg","ALEX.WENNBERG","14-15","CBJ","C","L",1994-09-22,19,67,94.23,1.41,28.02,36.93,7.64,2.55,25.47,58.58,12.1,3.82,0.64,0
"Alex Wennberg","ALEX.WENNBERG","15-16","CBJ","C","L",1994-09-22,20,67,133.37,1.99,42.13,38.69,7.2,0.45,16.65,60.73,9.9,1.8,0.45,0
"Alex Wennberg","ALEX.WENNBERG","16-17","CBJ","C","L",1994-09-22,21,74,202.08,2.73,59.26,33.25,4.45,0.3,6.24,60.27,6.83,1.78,0.3,0
"Alex Wennberg","ALEX.WENNBERG","17-18","CBJ","C","L",1994-09-22,22,64,162.95,2.55,55.55,36.45,5.15,0.74,7.36,59.28,8.47,0.74,0,0
"Alex Wennberg","ALEX.WENNBERG","18-19","CBJ","C","L",1994-09-22,23,72,139.12,1.93,40.09,29.76,6.9,1.29,22.86,47.01,8.19,3.45,0.86,0
"Alex Wennberg","ALEX.WENNBERG","19-20","CBJ","C","L",1994-09-22,24,57,113.95,2,43.82,28.43,6.32,1.05,22.64,42.65,8.42,2.11,0.53,0
"Alexei Ponikarovsky","ALEXEI.PONIKAROVSKY","07-08","TOR","L","L",1980-04-09,27,66,127.12,1.93,28.42,18.88,10.38,2.36,42.01,38.7,19.35,4.25,0.47,0
"Alexei Ponikarovsky","ALEXEI.PONIKAROVSKY","08-09","TOR","L","L",1980-04-09,28,80,167.67,2.1,34.08,35.07,9.66,2.5,27.55,53.68,15.75,5.01,1.07,0
"Alexei Ponikarovsky","ALEXEI.PONIKAROVSKY","09-10","PIT","L","L",1980-04-09,29,16,50.02,3.13,50.69,33.59,4.8,0,13.19,50.38,9.6,1.2,0,0
"Alexei Ponikarovsky","ALEXEI.PONIKAROVSKY","09-10","TOR","L","L",1980-04-09,29,60,158.42,2.64,43.86,30.68,5.68,0.38,23.86,48.1,10.98,2.65,1.51,0
"Alexei Ponikarovsky","ALEXEI.PONIKAROVSKY","10-11","L.A","L","L",1980-04-09,30,60,56.6,0.94,15.81,37.1,7.42,3.18,46.64,49.82,10.6,5.3,2.12,0
"Alexei Ponikarovsky","ALEXEI.PONIKAROVSKY","11-12","CAR","L","L",1980-04-09,31,48,102.88,2.14,36.8,25.08,7.58,3.5,43.16,40.24,12.83,3.5,0,0
"Alexei Zhitnik","ALEXEI.ZHITNIK","07-08","ATL","D","L",1972-10-10,34,65,57.48,0.88,15,20.88,11.48,8.35,49.06,35.49,17.75,10.44,0,0
"Anders Eriksson","ANDERS.ERIKSSON","07-08","CGY","D","L",1975-01-09,32,61,122.35,2.01,31.86,14.71,16.18,3.43,39.72,29.42,22.07,4.41,0,0
"Anders Lee","ANDERS.LEE","13-14","NYI","C","L",1990-07-03,23,21,54.92,2.62,51.63,38.24,8.74,2.18,10.92,55.72,14.2,3.28,0,0
"Anders Lee","ANDERS.LEE","14-15","NYI","C","L",1990-07-03,24,76,161.63,2.13,42.14,34.89,5.2,0.74,21.53,49.37,11.88,2.23,0.74,0
"Anders Lee","ANDERS.LEE","15-16","NYI","C","L",1990-07-03,25,77,189.08,2.46,53.17,40.94,4.13,0.32,12.38,60.61,7.93,1.27,0.32,0
"Anders Lee","ANDERS.LEE","16-17","NYI","C","L",1990-07-03,26,78,183.87,2.36,51.17,34.92,5.87,0.33,16.64,60.37,9.14,3.59,0.98,0
"Anders Lee","ANDERS.LEE","17-18","NYI","C","L",1990-07-03,27,81,240.42,2.97,60.05,39.18,4.99,1,4.99,61.39,7.74,2.99,0,0
"Anders Lee","ANDERS.LEE","18-19","NYI","C","L",1990-07-03,28,80,219.62,2.75,58.73,34.42,3.82,0,6.28,56.28,6.56,1.37,0.82,0
"Anders Lee","ANDERS.LEE","19-20","NYI","C","L",1990-07-03,29,65,147.48,2.27,53.11,30.92,4.88,0,15.87,50.45,8.95,0.41,0,0
"Andre Benoit","ANDRE.BENOIT","12-13","OTT","D","L",1984-01-06,28,31,51.4,1.66,35.61,29.18,5.84,4.67,32.68,45.53,12.84,7,1.17,0
"Andre Benoit","ANDRE.BENOIT","13-14","COL","D","L",1984-01-06,29,77,185.78,2.41,47.51,23.9,7.11,2.58,24.87,44.89,11.3,5.17,0.32,0
"Andre Benoit","ANDRE.BENOIT","14-15","BUF","D","L",1984-01-06,30,56,71.27,1.27,25.75,26.1,6.73,4.21,33.67,45.46,14.31,7.58,1.68,0
"Andre Burakovsky","ANDRE.BURAKOVSKY","14-15","WSH","L","L",1995-02-09,19,52,61.03,1.17,27.28,24.58,6.88,1.97,49.16,40.31,12.78,1.97,0,0
"Andre Burakovsky","ANDRE.BURAKOVSKY","15-16","WSH","L","L",1995-02-09,20,77,62.53,0.81,17.03,23.03,9.6,1.92,46.06,34.54,10.55,2.88,0,0
"Andre Burakovsky","ANDRE.BURAKOVSKY","16-17","WSH","L","L",1995-02-09,21,62,93.37,1.51,31.52,18.64,7.07,3.21,47.55,34.7,10.92,5.78,1.29,0
"Andre Burakovsky","ANDRE.BURAKOVSKY","17-18","WSH","L","L",1995-02-09,22,54,64.72,1.2,26.6,21.32,8.34,2.78,51.92,33.37,17.61,5.56,1.85,0
"Andre Burakovsky","ANDRE.BURAKOVSKY","19-20","COL","L","L",1995-02-09,24,58,132.65,2.29,41.94,28.04,6.78,0.45,23.97,45.23,8.59,1.81,0.9,0
"Andreas Athanasiou","ANDREAS.ATHANASIOU","16-17","DET","C","L",1994-08-06,22,63,74.45,1.18,23.21,29.82,6.45,1.61,35.46,41.91,12.09,3.22,0.81,0
"Andreas Athanasiou","ANDREAS.ATHANASIOU","17-18","DET","C","L",1994-08-06,23,70,114.07,1.63,37.01,32.09,5.79,1.05,24.72,51.02,8.42,3.16,0.53,0
"Andreas Athanasiou","ANDREAS.ATHANASIOU","18-19","DET","C","L",1994-08-06,24,74,163.07,2.2,51.51,31.64,6.99,1.1,16.19,54.82,11.41,2.21,0.74,0
"Andreas Athanasiou","ANDREAS.ATHANASIOU","19-20","DET","C","L",1994-08-06,25,44,95.2,2.16,45.36,34.66,5.04,1.26,21.43,53.57,9.45,6.93,1.89,0
"Andreas Johnsson","ANDREAS.JOHNSSON","18-19","TOR","L","L",1994-11-21,23,69,115.13,1.67,36.49,29.71,7.3,1.04,33.87,46.38,10.42,3.13,0.52,0
"Andreas Johnsson","ANDREAS.JOHNSSON","19-20","TOR","L","L",1994-11-21,24,41,83.9,2.05,44.27,40.05,2.15,1.43,17.88,68.65,5.01,4.29,0,0
"Andrei Kostitsyn","ANDREI.KOSTITSYN","07-08","MTL","L","L",1985-02-03,22,78,231.88,2.97,44.41,24.84,13.97,1.29,21.48,39.85,20.7,2.33,0,0
"Andrei Kostitsyn","ANDREI.KOSTITSYN","08-09","MTL","L","L",1985-02-03,23,73,209.72,2.87,44.16,31.18,5.72,1.43,22.6,47.49,10.87,2.86,0.29,0
"Andrei Kostitsyn","ANDREI.KOSTITSYN","09-10","MTL","L","L",1985-02-03,24,57,126.8,2.22,45.59,35.49,4.26,1.89,26.5,56.78,7.57,3.79,0,0
"Andrei Kostitsyn","ANDREI.KOSTITSYN","10-11","MTL","L","L",1985-02-03,25,80,173.83,2.17,40.15,33.14,8.63,1.73,30.03,46.6,12.43,3.11,1.04,0
"Andrei Kostitsyn","ANDREI.KOSTITSYN","11-12","MTL","L","L",1985-02-03,26,53,93.23,1.76,30.9,33.47,10.94,1.29,37.97,44.41,14.8,1.93,0,0
"Andrei Markov","ANDREI.MARKOV","07-08","MTL","D","L",1978-12-20,28,82,391.6,4.78,70.5,20.84,10.73,1.38,4.9,44.74,20.07,3.37,0.15,0.15
"Andrei Markov","ANDREI.MARKOV","08-09","MTL","D","L",1978-12-20,29,77,363.88,4.73,69.79,28.53,4.78,0.16,3.13,55.24,11.54,2.14,0.66,0
"Andrei Markov","ANDREI.MARKOV","09-10","MTL","D","L",1978-12-20,30,44,140.42,3.19,62.28,36.75,5.98,0,6.41,67.08,9.4,1.28,0,0
"Andrei Markov","ANDREI.MARKOV","12-13","MTL","D","L",1978-12-20,33,48,209.73,4.37,68.34,28.04,7.15,0.29,5.15,59.79,13.45,1.72,0.29,0
"Andrei Markov","ANDREI.MARKOV","13-14","MTL","D","L",1978-12-20,34,81,342.07,4.22,74.27,25.61,2.98,0.35,2.98,58.94,10.35,3.33,1.23,0
"Andrei Markov","ANDREI.MARKOV","14-15","MTL","D","L",1978-12-20,35,79,253.42,3.21,66.62,30.07,5.21,0.47,4.26,57.06,9.47,3.08,0.95,0
"Andrei Markov","ANDREI.MARKOV","15-16","MTL","D","L",1978-12-20,36,79,269.1,3.41,63.31,30.99,7.8,1.11,6.24,55.52,13.6,2.68,0.45,0
"Andrei Markov","ANDREI.MARKOV","16-17","MTL","D","L",1978-12-20,37,62,157.22,2.54,57.19,29,9.16,0.76,13.36,46.56,14.5,1.91,0.76,0
"Andrei Svechnikov","ANDREI.SVECHNIKOV","18-19","CAR","R","L",2000-03-26,18,80,151.63,1.9,39.98,30.86,7.91,2.37,29.68,49.07,15.43,4.75,1.19,0
"Andrei Svechnikov","ANDREI.SVECHNIKOV","19-20","CAR","R","L",2000-03-26,19,67,189.68,2.83,59.23,38.59,4.11,0,7.28,63.58,8.22,1.27,0.63,0
"Andrei Zyuzin","ANDREI.ZYUZIN","07-08","CHI","D","L",1978-01-21,29,32,56.8,1.77,26.4,24.3,12.68,2.11,31.69,34.86,19.01,4.23,1.06,0
"Andrej Meszaros","ANDREJ.MESZAROS","07-08","OTT","D","L",1985-10-13,21,81,215.37,2.66,42.46,15.32,12.26,1.39,37.61,30.92,19.5,2.23,0,0
"Andrej Meszaros","ANDREJ.MESZAROS","08-09","T.B","D","L",1985-10-13,22,52,130.7,2.51,37.75,22.49,9.64,3.21,40.86,39.94,14.69,3.67,0,0
"Andrej Meszaros","ANDREJ.MESZAROS","09-10","T.B","D","L",1985-10-13,23,81,166.07,2.05,33.34,25.65,9.75,5.78,38.3,42.27,15.17,7.95,0.36,0
"Andrej Meszaros","ANDREJ.MESZAROS","10-11","PHI","D","L",1985-10-13,24,81,196.87,2.43,41.85,16.46,5.49,2.74,40.53,35.05,10.36,4.27,0.61,0
"Andrej Meszaros","ANDREJ.MESZAROS","11-12","PHI","D","L",1985-10-13,25,62,85.6,1.38,20.17,22.43,8.41,2.1,56.07,42.76,11.92,4.21,0.7,0
"Andrej Meszaros","ANDREJ.MESZAROS","14-15","BUF","D","L",1985-10-13,28,57,88.4,1.55,31.53,26.47,5.43,2.71,39.37,48.87,9.5,6.11,0.68,0
"Andrej Nestrasil","ANDREJ.NESTRASIL","15-16","CAR","C","L",1991-02-22,24,53,70.63,1.33,25.38,30.58,5.95,3.4,38.23,51.82,10.19,3.4,0,0
"Andrej Sekera","ANDREJ.SEKERA","08-09","BUF","D","L",1986-06-08,22,68,104,1.53,23.86,23.65,8.08,1.15,37.5,42.69,13.27,5.19,1.73,0
"Andrej Sekera","ANDREJ.SEKERA","09-10","BUF","D","L",1986-06-08,23,49,74.27,1.52,23.45,19.39,6.46,4.04,38.78,41.2,12.93,6.46,0,0
"Andrej Sekera","ANDREJ.SEKERA","10-11","BUF","D","L",1986-06-08,24,76,156.57,2.06,39.06,17.63,10.73,4.6,33.34,36.02,16.1,6.51,1.15,0
"Andrej Sekera","ANDREJ.SEKERA","11-12","BUF","D","L",1986-06-08,25,68,60.33,0.89,17.29,31.82,8.95,3.98,50.72,44.75,13.92,5.97,0,0
"Andrej Sekera","ANDREJ.SEKERA","13-14","CAR","D","L",1986-06-08,27,73,189.87,2.6,48.59,24.02,8.53,0.95,25.91,48.03,12.01,1.9,0.63,0
"Andrej Sekera","ANDREJ.SEKERA","14-15","CAR","D","L",1986-06-08,28,55,97.23,1.77,35.13,29.62,5.55,0,33.32,53.69,9.26,3.09,2.47,0
"Andrej Sekera","ANDREJ.SEKERA","15-16","EDM","D","L",1986-06-08,29,80,184.08,2.3,47.28,24.12,8.15,1.96,26.08,46.61,14.02,3.91,0.65,0
"Andrej Sekera","ANDREJ.SEKERA","16-17","EDM","D","L",1986-06-08,30,78,170.43,2.19,44.93,26.76,7.39,1.41,22.53,46.47,11.97,3.52,0,0
"Andrew Brunette","ANDREW.BRUNETTE","07-08","COL","L","L",1973-08-24,34,82,249.6,3.04,46.06,26.68,11.54,1.92,22.12,38.46,16.59,4.09,1.2,0
"Andrew Brunette","ANDREW.BRUNETTE","08-09","MIN","L","L",1973-08-24,35,79,245.6,3.11,51.77,39.09,7.33,0.73,24.67,57.9,12.21,1.47,0,0.24
"Andrew Brunette","ANDREW.BRUNETTE","09-10","MIN","L","L",1973-08-24,36,81,247.93,3.06,52.48,38.72,7.99,0.73,16.46,56.14,10.65,2.66,0.73,0
"Andrew Brunette","ANDREW.BRUNETTE","10-11","MIN","L","L",1973-08-24,37,80,233.83,2.92,53.04,33.61,5.39,0.77,17.45,54.66,11.55,2.31,0.26,0
"Andrew Brunette","ANDREW.BRUNETTE","11-12","CHI","L","L",1973-08-24,38,77,171.03,2.22,40.01,29.47,5.61,1.05,38.94,43.15,9.82,2.46,1.05,0
"Andrew Cogliano","ANDREW.COGLIANO","07-08","EDM","C","L",1987-06-14,20,82,165.48,2.02,30.77,22.84,7.25,2.54,46.41,32.63,11.24,4.71,1.45,0.36
"Andrew Cogliano","ANDREW.COGLIANO","08-09","EDM","C","L",1987-06-14,21,82,157.98,1.93,29.19,21.65,6.84,0.76,44.06,30.76,11.77,3.42,1.14,0
"Andrew Cogliano","ANDREW.COGLIANO","09-10","EDM","C","L",1987-06-14,22,81,70.35,0.87,15.32,21.32,8.53,2.56,54.58,40.09,11.94,5.12,0,0
"Andrew Cogliano","ANDREW.COGLIANO","10-11","EDM","C","L",1987-06-14,23,81,72.53,0.9,15.81,32.26,9.93,2.48,48.81,51.29,9.93,5.79,0.83,0
"Andrew Copp","ANDREW.COPP","19-20","WPG","C","L",1994-07-08,25,59,74.45,1.26,25.83,19.34,5.64,3.22,51.58,30.62,10.48,5.64,1.61,0
"Andrew Ebbett","ANDREW.EBBETT","08-09","ANA","C","L",1983-01-02,25,48,85.1,1.77,30.87,33.84,14.81,1.41,40.89,46.53,19.04,1.41,0,0
"Andrew Ference","ANDREW.FERENCE","07-08","BOS","D","L",1979-03-17,28,58,122.15,2.11,33.03,16.21,13.26,4.91,44.7,32.42,22.1,7.37,0.98,0.49
"Andrew Ference","ANDREW.FERENCE","08-09","BOS","D","L",1979-03-17,29,47,103.07,2.19,37.57,20.37,9.31,2.91,43.66,43.66,18.63,4.66,0.58,0
"Andrew Ladd","ANDREW.LADD","07-08","CAR","L","L",1985-12-12,21,43,57.62,1.34,19.33,23.95,17.7,4.17,27.07,35.4,27.07,5.21,1.04,0
"Andrew Ladd","ANDREW.LADD","07-08","CHI","L","L",1985-12-12,21,19,50.17,2.64,39.61,20.33,10.76,2.39,41.86,33.49,14.35,4.78,1.2,0
"Andrew Ladd","ANDREW.LADD","09-10","CHI","L","L",1985-12-12,23,81,50.43,0.62,11.41,24.99,10.71,2.38,65.44,36.88,15.47,5.95,2.38,0
"Andrew Ladd","ANDREW.LADD","10-11","ATL","L","L",1985-12-12,24,80,229.38,2.87,53.28,37.93,7.59,0.26,12.82,56.76,12.03,1.57,0.52,0
"Andrew Ladd","ANDREW.LADD","11-12","WPG","L","L",1985-12-12,25,80,197.13,2.46,50.29,28.31,3.04,0.91,20.09,50.83,9.74,2.43,0.61,0
"Andrew Ladd","ANDREW.LADD","12-13","WPG","L","L",1985-12-12,26,47,117.62,2.5,51.31,31.12,6.12,1.02,18.36,48.97,12.24,2.55,1.02,0
"Andrew Ladd","ANDREW.LADD","13-14","WPG","L","L",1985-12-12,27,76,201.33,2.65,51.14,30.99,5.96,0.3,22.05,52.45,12.81,2.68,1.19,0
"Andrew Ladd","ANDREW.LADD","14-15","WPG","L","L",1985-12-12,28,78,232.43,2.98,55.57,34.59,7.23,1.03,11.62,56.28,11.1,4.9,1.81,0
"Andrew Ladd","ANDREW.LADD","15-16","WPG","L","L",1985-12-12,29,58,160.75,2.77,53.02,36.58,7.09,0.37,14.18,57.48,11.57,2.61,0.37,0
"Andrew Ladd","ANDREW.LADD","16-17","NYI","L","L",1985-12-12,30,75,149.88,2,45.05,22.82,5.6,0.8,32.83,38.83,8.81,4.4,1.6,0
"Andrew Ladd","ANDREW.LADD","17-18","NYI","L","L",1985-12-12,31,72,125.1,1.74,34.39,12.47,6.24,1.92,51.32,25.9,11.03,2.88,0,0
"Andrew MacDonald","ANDREW.MACDONALD","09-10","NYI","D","L",1986-09-07,23,44,74.68,1.7,24.12,24.1,12.85,0.8,38.56,33.74,15.27,3.21,0,0
"Andrew MacDonald","ANDREW.MACDONALD","10-11","NYI","D","L",1986-09-07,24,60,170.92,2.85,51.66,28.79,7.02,0.7,14.04,51.95,12.29,2.11,0.7,0
"Andrew MacDonald","ANDREW.MACDONALD","11-12","NYI","D","L",1986-09-07,25,71,100.37,1.41,29.82,24.51,11.96,1.2,46.03,41.25,15.54,4.18,1.2,0
"Andrew MacDonald","ANDREW.MACDONALD","12-13","NYI","D","L",1986-09-07,26,45,71.93,1.6,31.89,19.19,8.34,5.84,58.39,27.53,12.51,8.34,3.34,0.83
"Andrew MacDonald","ANDREW.MACDONALD","13-14","NYI","D","L",1986-09-07,27,63,195.93,3.11,57.76,26.95,5.82,0.31,11.94,50.53,11.02,1.53,0.92,0
"Andrew MacDonald","ANDREW.MACDONALD","14-15","PHI","D","L",1986-09-07,28,58,80.37,1.39,28.73,23.14,9.71,2.99,50.02,32.85,15.68,4.48,1.49,0
"Andrew Shaw","ANDREW.SHAW","11-12","CHI","C","R",1991-07-20,20,36,58.6,1.63,29.98,28.67,5.12,1.02,35.84,46.08,12.29,1.02,0,0
"Andrew Shaw","ANDREW.SHAW","12-13","CHI","C","R",1991-07-20,21,47,97.47,2.07,39.33,28.32,4.92,0.62,26.47,50.48,7.39,1.23,0.62,0
"Andrew Shaw","ANDREW.SHAW","13-14","CHI","C","R",1991-07-20,22,79,207.52,2.63,52.22,41.92,6.65,0.58,9.54,62.74,10.7,1.45,0.29,0.29
"Andrew Shaw","ANDREW.SHAW","14-15","CHI","C","R",1991-07-20,23,76,212.57,2.8,52.21,33.87,6.21,0,12.7,56.17,7.9,0.85,0.85,0
"Andrew Shaw","ANDREW.SHAW","15-16","CHI","C","R",1991-07-20,24,78,146.02,1.87,40.78,30.41,10.68,0.82,31.23,46.43,14.38,1.64,0.41,0
"Andrew Shaw","ANDREW.SHAW","16-17","MTL","C","R",1991-07-20,25,68,134.17,1.97,45.93,28.17,7.6,0,24.6,42.93,11.18,1.79,0.45,0
"Andrew Shaw","ANDREW.SHAW","17-18","MTL","C","R",1991-07-20,26,50,116.02,2.32,46.2,35.17,5.17,0.52,16.03,62.58,9.83,0.52,0,0
"Andrew Shaw","ANDREW.SHAW","18-19","MTL","C","R",1991-07-20,27,60,127.75,2.13,44,15.5,4.7,1.41,41.8,31,7.51,2.82,0.94,0
"Andrew Shaw","ANDREW.SHAW","19-20","CHI","C","R",1991-07-20,28,26,58.9,2.27,47.37,21.39,4.07,0,30.56,45.84,5.09,1.02,1.02,0
