"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Alex Galchenyuk","ALEX.GALCHENYUK","15-16","MTL","C","L",1994-02-12,21,79,201.03,82.89,83.57,84.42,86.49,87.63,22.53,4.65,168.41,33.12,240.73,44.42,313.83,49.03,22.25,3.14,17.88,135.29,196.31,264.8,19.11,13.38,85.96
"Alex Galchenyuk","ALEX.GALCHENYUK","16-17","MTL","C","L",1994-02-12,22,61,130.58,80.76,81.22,84.21,84.08,86.23,12.93,3.08,79.19,18.31,131.06,24.57,167.98,31.81,10.83,1.73,9.85,60.88,106.49,136.17,9.1,16.33,83.18
"Alex Galchenyuk","ALEX.GALCHENYUK","17-18","MTL","C","L",1994-02-12,23,80,224.17,85.62,83.47,83.13,85.02,85.69,25.78,4.33,227.76,45.11,314.75,63.87,415.48,73.21,31.38,5.24,21.45,182.65,250.88,342.27,26.14,11.32,90.4
"Alex Galchenyuk","ALEX.GALCHENYUK","18-19","ARI","C","L",1994-02-12,24,72,206.13,86.33,80.8,84.28,86.38,90.5,21.73,3.44,172.94,41.09,247.25,46.12,316.48,49.89,22.11,2.32,18.29,131.85,201.13,266.59,19.79,12.57,91.63
"Alex Galchenyuk","ALEX.GALCHENYUK","19-20","PIT","C","L",1994-02-12,25,45,67.15,88.95,77.15,78.77,82.98,83.71,7.97,0.99,53.79,15.93,70.28,18.94,102.06,20.94,7.09,1.38,6.98,37.86,51.34,81.12,5.71,14.82,93.79
"Alex Goligoski","ALEX.GOLIGOSKI","08-09","PIT","D","L",1985-07-30,23,45,176.03,91.11,83.75,85.25,86.18,83.28,19.88,1.94,138.25,26.83,187.37,32.41,255.73,41,15.94,3.2,17.94,111.42,154.96,214.73,12.74,14.38,92.77
"Alex Goligoski","ALEX.GOLIGOSKI","09-10","PIT","D","L",1985-07-30,24,68,252.93,94.11,86.26,86.01,87.24,88.58,28.77,1.8,233.47,37.18,315.73,51.37,424.35,62.04,28.92,3.73,26.97,196.29,264.36,362.31,25.19,12.32,95.16
"Alex Goligoski","ALEX.GOLIGOSKI","10-11","DAL","D","L",1985-07-30,25,22,95.68,100,83.07,86.55,89.5,90.09,7.82,0,100.04,20.39,143.9,22.37,190.32,22.33,13.27,1.46,7.82,79.65,121.53,167.99,11.81,7.82,100
"Alex Goligoski","ALEX.GOLIGOSKI","10-11","PIT","D","L",1985-07-30,25,60,215.5,91.97,84.71,87.41,89.67,89.58,21.43,1.87,169.99,30.69,251.35,36.19,356.92,41.12,21.24,2.47,19.56,139.3,215.16,315.8,18.77,12.61,93.91
"Alex Goligoski","ALEX.GOLIGOSKI","11-12","DAL","D","L",1985-07-30,26,67,210.15,94.92,84.21,84.43,86.23,91.5,16.26,0.87,139.59,26.18,206.19,38.03,286.34,45.73,19.37,1.8,15.39,113.41,168.16,240.61,17.57,11.65,96.68
"Alex Goligoski","ALEX.GOLIGOSKI","12-13","DAL","D","L",1985-07-30,27,46,132.97,93.95,78.74,78.54,78.47,81.4,16.77,1.08,82.98,22.41,130.36,35.62,167.11,45.86,11.9,2.72,15.69,60.57,94.74,121.25,9.18,20.21,95.18
"Alex Goligoski","ALEX.GOLIGOSKI","13-14","DAL","D","L",1985-07-30,28,80,257.4,91.97,87.17,87.47,88.59,87.83,22.9,2,252.5,37.18,366.27,52.48,487.07,62.71,36.53,5.06,20.9,215.32,313.79,424.36,31.47,9.07,94.62
"Alex Goligoski","ALEX.GOLIGOSKI","14-15","DAL","D","L",1985-07-30,29,80,164.73,87.73,81.97,84.34,87.71,83.58,15.16,2.12,112.63,24.77,156.84,29.12,228.87,32.07,12.93,2.54,13.04,87.86,127.72,196.8,10.39,13.46,91.44
"Alex Goligoski","ALEX.GOLIGOSKI","15-16","DAL","D","L",1985-07-30,30,81,156.87,72.3,83.75,85.7,89.06,85.85,13.99,5.36,121.29,23.54,170.18,28.39,250.03,30.72,16.63,2.74,8.63,97.75,141.79,219.31,13.89,11.53,77.23
"Alex Goligoski","ALEX.GOLIGOSKI","16-17","ARI","D","L",1985-07-30,31,79,171.33,84.95,79.24,82.13,84.37,88.98,10.89,1.93,112.07,29.36,158.95,34.58,213.63,39.59,12.68,1.57,8.96,82.71,124.37,174.04,11.11,9.72,93.43
"Alex Goligoski","ALEX.GOLIGOSKI","17-18","ARI","D","L",1985-07-30,32,77,147.77,76.04,79.32,82.14,83.72,83.4,14.09,4.44,117.91,30.75,164.44,35.76,221.22,43.02,14.57,2.9,9.65,87.16,128.68,178.2,11.67,11.95,85.56
"Alex Goligoski","ALEX.GOLIGOSKI","18-19","ARI","D","L",1985-07-30,33,75,139.28,73.56,72.89,77.63,80.41,84.34,12.88,4.63,100.22,37.27,148.96,42.92,195.74,47.68,12.55,2.33,8.25,62.95,106.04,148.06,10.22,12.85,87.58
"Alex Goligoski","ALEX.GOLIGOSKI","19-20","ARI","D","L",1985-07-30,34,68,132.78,93.9,84.39,85.23,87.31,87.57,15.54,1.01,103.94,19.23,138.09,23.93,177.45,25.8,11.13,1.58,14.53,84.71,114.16,151.65,9.55,14.95,94.75
"Alex Iafallo","ALEX.IAFALLO","18-19","L.A","C","L",1993-12-21,24,78,130.18,64.81,82,83.47,84.28,85.48,7.55,4.1,104.22,22.88,146.58,29.03,191.23,35.66,12.19,2.07,3.45,81.34,117.55,155.57,10.12,7.24,82.08
"Alex Iafallo","ALEX.IAFALLO","19-20","L.A","L","L",1993-12-21,25,68,170.58,100,87.15,89.12,91.04,95.43,19.85,0,179.22,26.42,247.71,30.23,317.9,31.29,21.09,1.01,19.85,152.8,217.48,286.61,20.08,11.08,100
"Alex Kerfoot","ALEX.KERFOOT","17-18","COL","C","L",1994-08-11,23,78,189.77,78.77,84.66,85.26,86.84,87.59,20.56,5.54,162.57,29.45,216.63,37.44,273.87,41.5,18.56,2.63,15.02,133.12,179.19,232.37,15.93,12.65,81.19
"Alex Kerfoot","ALEX.KERFOOT","18-19","COL","C","L",1994-08-11,24,78,153.48,94.66,87.63,88.18,89.2,92.58,16.47,0.93,110.87,15.65,157.32,21.08,217.25,26.31,14.72,1.18,15.54,95.22,136.24,190.94,13.54,14.86,94.06
"Alex Kerfoot","ALEX.KERFOOT","19-20","TOR","C","L",1994-08-11,25,62,82.55,77.04,82.11,81.15,84.05,77.32,6.98,2.08,61.81,13.47,80.39,18.67,107.58,20.42,7.09,2.08,4.9,48.34,61.72,87.16,5.01,11.29,84.56
"Alex Killorn","ALEX.KILLORN","12-13","T.B","C","L",1989-09-14,23,38,70.5,87.57,77.85,79.43,79.66,74.85,6.13,0.87,48.88,13.91,65.6,16.99,82.17,20.98,4.94,1.66,5.26,34.97,48.61,61.19,3.28,12.54,93.75
"Alex Killorn","ALEX.KILLORN","13-14","T.B","C","L",1989-09-14,24,82,154.63,87.64,84.82,86.21,87.17,85.4,13.19,1.86,108.71,19.46,150.8,24.13,198.88,29.26,11.93,2.04,11.33,89.25,126.67,169.62,9.89,12.13,90.44
"Alex Killorn","ALEX.KILLORN","14-15","T.B","C","L",1989-09-14,25,70,143.63,84.64,86.74,86.1,87.68,89.53,10.69,1.94,96.81,14.8,137.32,22.16,186.5,26.21,11.72,1.37,8.75,82.01,115.16,160.29,10.35,11.04,86.89
"Alex Killorn","ALEX.KILLORN","15-16","T.B","C","L",1989-09-14,26,80,183.5,82.97,86.46,88.5,90.15,92.21,14.37,2.95,155.16,24.29,224.98,29.23,302.84,33.09,17.29,1.46,11.42,130.87,195.75,269.75,15.83,9.26,87.86
"Alex Killorn","ALEX.KILLORN","16-17","T.B","C","L",1989-09-14,27,81,185.02,96.29,86.87,88.83,91.42,93.82,24.13,0.93,158.34,23.93,210.24,26.44,301.09,28.25,17.46,1.15,23.2,134.41,183.8,272.84,16.31,15.24,96.11
"Alex Killorn","ALEX.KILLORN","17-18","T.B","C","L",1989-09-14,28,79,226.05,97.15,90.2,91.45,91.9,91.78,36.84,1.08,235.29,25.57,332.08,31.04,433.3,38.21,27.46,2.46,35.76,209.72,301.04,395.09,25,15.66,95.78
"Alex Killorn","ALEX.KILLORN","18-19","T.B","C","L",1989-09-14,29,81,111,88.22,79.71,81.82,83.36,86.81,14.9,1.99,89.16,22.69,124.27,27.62,159.23,31.79,11.78,1.79,12.91,66.47,96.65,127.44,9.99,16.71,91.23
"Alex Killorn","ALEX.KILLORN","19-20","T.B","C","L",1989-09-14,30,66,172.28,85.63,80.87,83.9,85.25,86.11,24.62,4.13,163.22,38.62,237.3,45.53,303.18,52.46,20.4,3.29,20.49,124.6,191.77,250.72,17.11,15.08,89.31
"Alex Kovalev","ALEX.KOVALEV","07-08","MTL","R","L",1973-02-24,34,82,310.1,94.56,86.43,87.02,87.68,92.55,49.87,2.87,286.02,44.91,394.59,58.85,524.34,73.67,34.91,2.81,47,241.11,335.74,450.67,32.1,17.44,93.61
"Alex Kovalev","ALEX.KOVALEV","08-09","MTL","R","L",1973-02-24,35,77,294.07,83.13,83.45,85.92,87.36,86.91,36.61,7.43,248.45,49.26,376.69,61.75,524.58,75.93,33.19,5,29.18,199.19,314.94,448.65,28.19,14.74,84.92
"Alex Kovalev","ALEX.KOVALEV","09-10","OTT","R","L",1973-02-24,36,75,229.27,100,85.33,85.52,87.35,85.67,20.22,0,185.64,31.91,244.1,41.32,332.54,48.15,21.17,3.54,20.22,153.73,202.78,284.39,17.63,10.89,100
"Alex Kovalev","ALEX.KOVALEV","10-11","OTT","R","L",1973-02-24,37,54,120.22,100,82.77,82.08,84.25,85.56,9.15,0,99.09,20.63,134.02,29.26,172.53,32.25,12.21,2.06,9.15,78.46,104.76,140.28,10.15,9.23,100
"Alex Kovalev","ALEX.KOVALEV","10-11","PIT","R","L",1973-02-24,37,20,70.9,100,90.85,91.04,91,88.96,2.93,0,57.8,5.82,80.62,7.93,122.99,12.17,5.96,0.74,2.93,51.98,72.69,110.82,5.22,5.07,100
"Alex Nylander","ALEX.NYLANDER","19-20","CHI","L","R",1998-03-02,21,64,73.52,74.42,73.81,77.71,83.49,82.29,2.88,0.99,42.72,15.16,56.47,16.2,82.13,16.24,4.46,0.96,1.89,27.56,40.27,65.89,3.5,6.74,93.47
"Alex Ovechkin","ALEX.OVECHKIN","07-08","WSH","L","R",1985-09-17,21,82,427.48,91.23,86.88,87.13,88.65,88.53,49.96,4.8,356.31,53.79,508.16,75.04,660.21,84.56,42.77,5.54,45.16,302.52,433.12,575.65,37.23,14.02,91.08
"Alex Ovechkin","ALEX.OVECHKIN","08-09","WSH","L","R",1985-09-17,22,79,403.58,88.74,86.95,87.18,88.88,88.13,73.71,9.35,441.67,66.31,611.52,89.96,791.84,99.03,54.81,7.38,64.36,375.36,521.56,692.81,47.43,16.69,85.9
"Alex Ovechkin","ALEX.OVECHKIN","09-10","WSH","L","R",1985-09-17,23,71,337.55,88.22,85.94,87.74,90.03,88.24,49.93,6.67,336.47,55.07,503.69,70.4,670.26,74.26,48.53,6.47,43.26,281.4,433.29,596,42.06,14.84,87.89
"Alex Ovechkin","ALEX.OVECHKIN","10-11","WSH","L","R",1985-09-17,24,76,323.23,90.85,86.79,87.98,89.25,89.65,29.09,2.93,323.6,49.26,461.41,63.02,595.18,71.71,43.83,5.06,26.16,274.34,398.39,523.47,38.77,8.99,94.05
"Alex Ovechkin","ALEX.OVECHKIN","11-12","WSH","L","R",1985-09-17,25,74,267.55,81.63,85.38,85.87,88.07,84.04,31.56,7.1,239.83,41.06,330.89,54.45,440.52,59.65,27.91,5.3,24.46,198.77,276.44,380.87,22.61,13.16,82.71
"Alex Ovechkin","ALEX.OVECHKIN","12-13","WSH","L","R",1985-09-17,26,48,206.62,94.95,84.25,85.61,86.81,85.66,37.6,2,172.97,32.33,257.99,43.35,342.17,51.98,23.66,3.96,35.6,140.64,214.64,290.19,19.7,21.74,93.81
"Alex Ovechkin","ALEX.OVECHKIN","13-14","WSH","L","R",1985-09-17,27,77,374.9,87.2,86.28,87.55,88.77,88.63,61.22,8.99,398.78,63.42,549.28,78.1,703.89,89.06,49.11,6.3,52.23,335.36,471.18,614.83,42.81,15.35,85.82
"Alex Ovechkin","ALEX.OVECHKIN","14-15","WSH","L","R",1985-09-17,28,79,293.73,97.87,86.73,88.93,90.16,92.68,46.4,1.01,311.94,47.71,456.38,56.83,584.49,63.8,37.98,3,45.39,264.23,399.55,520.69,34.98,14.87,97.88
"Alex Ovechkin","ALEX.OVECHKIN","15-16","WSH","L","R",1985-09-17,29,77,325.37,90.41,88.15,89.57,90.1,92.67,47.63,5.05,333.84,44.87,472.24,55,609.34,66.92,43.12,3.41,42.58,288.97,417.24,542.42,39.71,14.27,88.75
"Alex Ovechkin","ALEX.OVECHKIN","16-17","WSH","L","R",1985-09-17,30,80,294.95,93.69,88.72,89.42,90.26,89.26,44.87,3.02,288.7,36.72,426.66,50.5,561.25,60.58,36.49,4.39,41.85,251.98,376.16,500.67,32.1,15.54,91.78
"Alex Ovechkin","ALEX.OVECHKIN","17-18","WSH","L","R",1985-09-17,31,79,331.93,92.29,86.52,87.47,89.01,90.88,47.25,3.95,320.66,49.96,434.88,62.27,560.89,69.22,35.88,3.6,43.3,270.7,372.61,491.67,32.28,14.74,92.09
"Alex Ovechkin","ALEX.OVECHKIN","18-19","WSH","L","R",1985-09-17,32,80,350.13,89.84,80.16,83.41,84.88,86.13,43.51,4.92,306.64,75.9,460.51,91.61,578,102.95,39.99,6.44,38.59,230.74,368.9,475.05,33.55,14.19,93.52
"Alex Ovechkin","ALEX.OVECHKIN","19-20","WSH","L","R",1985-09-17,33,67,311.12,78.26,80.99,83.35,85.86,87.09,32.36,8.99,272.28,63.9,375.04,74.9,478.99,78.91,35.83,5.31,23.37,208.38,300.14,400.08,30.52,11.88,85.93
"Alex Picard","ALEX.PICARD","08-09","OTT","D","L",1985-07-05,23,47,154.63,100,88.12,89.51,89.5,92.4,21.37,0,131.68,17.75,184.88,21.66,246.22,28.9,15.19,1.25,21.37,113.93,163.22,217.32,13.94,16.23,100
"Alex Picard","ALEX.PICARD","09-10","OTT","D","L",1985-07-05,24,43,80.97,86.69,86.73,86.17,87.16,89.03,6.58,1.01,66.04,10.1,89.26,14.33,111.46,16.42,7.87,0.97,5.57,55.94,74.93,95.04,6.9,9.96,90
"Alex Pietrangelo","ALEX.PIETRANGELO","10-11","STL","D","R",1990-01-18,20,79,228.25,100,88.5,90.86,92.27,93.73,22.88,0,180.69,23.49,265.18,26.68,375.45,31.44,23.33,1.56,22.88,157.2,238.5,344.01,21.77,12.66,100
"Alex Pietrangelo","ALEX.PIETRANGELO","11-12","STL","D","R",1990-01-18,21,81,222.03,96.93,89.46,91.01,91.17,93.33,29.35,0.93,190.46,22.43,289.43,28.59,387.87,37.58,25.87,1.85,28.42,168.03,260.84,350.29,24.02,15.41,95.85
"Alex Pietrangelo","ALEX.PIETRANGELO","12-13","STL","D","R",1990-01-18,22,47,127.73,83.79,88.38,91.44,93.05,90.72,15.09,2.92,97.89,12.87,146.59,13.73,214.16,15.99,12.9,1.32,12.17,85.02,132.86,198.17,11.58,15.42,77.31
"Alex Pietrangelo","ALEX.PIETRANGELO","13-14","STL","D","R",1990-01-18,23,81,215.37,88.05,84.88,86.97,88.88,87.11,22.99,3.12,146.95,26.18,223.97,33.57,328.71,41.12,19.32,2.86,19.87,120.77,190.4,287.59,16.46,15.64,88.08
"Alex Pietrangelo","ALEX.PIETRANGELO","14-15","STL","D","R",1990-01-18,24,77,195.55,90.51,84.96,86.08,86.61,89.64,19.18,2.01,179.18,31.72,250.11,40.46,294.04,45.46,21.89,2.53,17.17,147.46,209.65,248.58,19.36,10.7,93.66
"Alex Pietrangelo","ALEX.PIETRANGELO","15-16","STL","D","R",1990-01-18,25,70,164.97,89.3,82.75,86.14,87.57,82.19,16.7,2,111.45,23.24,144.51,23.25,190.59,27.05,10.57,2.29,14.7,88.21,121.26,163.54,8.28,14.98,91.39
"Alex Pietrangelo","ALEX.PIETRANGELO","16-17","STL","D","R",1990-01-18,26,78,191.75,100,90.4,89.29,89.85,92.28,25.32,0,173.43,18.41,225.37,27.02,282.43,31.91,18.66,1.56,25.32,155.02,198.35,250.52,17.1,14.6,100
"Alex Pietrangelo","ALEX.PIETRANGELO","17-18","STL","D","R",1990-01-18,27,77,223.98,72.56,82.89,84.23,85.73,85.62,18.11,6.85,196.32,40.52,268.29,50.24,367.91,61.22,23.23,3.9,11.26,155.8,218.05,306.69,19.33,9.22,83.09
"Alex Pietrangelo","ALEX.PIETRANGELO","18-19","STL","D","R",1990-01-18,28,70,186.07,84.1,82.06,83.85,85.89,87.54,26.76,5.06,161.9,35.4,225.07,43.34,308.22,50.64,21.22,3.02,21.7,126.5,181.73,257.58,18.2,16.53,85.71
"Alex Pietrangelo","ALEX.PIETRANGELO","19-20","STL","D","R",1990-01-18,29,68,203.38,91.1,79.49,82.35,85.94,82.45,31.92,3.12,193.01,49.79,263.67,56.52,352.2,57.64,23.77,5.06,28.8,143.22,207.15,294.56,18.71,16.54,93.73
"Alex Radulov","ALEX.RADULOV","07-08","NSH","R","L",1986-07-05,21,81,240.78,80.12,84.39,85.08,87.26,85.3,16.89,4.19,163.74,30.29,230.15,40.37,316.69,46.25,16.13,2.78,12.7,133.45,189.78,270.44,13.35,10.32,86.17
"Alex Radulov","ALEX.RADULOV","16-17","MTL","R","L",1986-07-05,30,76,206.17,84.85,82.93,84.95,85.32,88.04,23.25,4.15,137.73,28.34,211.28,37.44,284.55,48.94,15.68,2.13,19.1,109.39,173.84,235.61,13.55,16.88,85.36
"Alex Radulov","ALEX.RADULOV","17-18","DAL","R","L",1986-07-05,31,78,252.4,83.42,81.27,83.24,85.35,90.17,31.34,6.23,265.07,61.07,350.41,70.56,474.47,81.45,35.03,3.82,25.11,204,279.85,393.02,31.21,11.82,89.8
"Alex Radulov","ALEX.RADULOV","18-19","DAL","R","L",1986-07-05,32,68,210.42,96.57,85.1,85.11,85.76,89.74,30.43,1.08,216.38,37.89,279.51,48.89,365.1,60.62,25.44,2.91,29.35,178.49,230.62,304.48,22.53,14.06,97.15
"Alex Radulov","ALEX.RADULOV","19-20","DAL","R","L",1986-07-05,33,57,146.57,95.33,79.06,81.49,84.68,92.26,19,0.93,134.53,35.63,186.83,42.45,258.45,46.74,17.65,1.48,18.07,98.9,144.38,211.71,16.17,14.12,97.39
"Alex Semin","ALEX.SEMIN","07-08","WSH","L","R",1984-03-03,23,63,263.6,87.28,87.61,88.21,89.21,89.67,32.93,4.8,225.68,31.92,324.06,43.33,406.79,49.19,27.07,3.12,28.13,193.76,280.73,357.6,23.95,14.59,84.96
"Alex Semin","ALEX.SEMIN","08-09","WSH","L","R",1984-03-03,24,62,232.77,93.52,85.78,85.93,88.67,89.34,44.14,3.06,241.58,40.05,343.07,56.17,453.98,58.02,30.69,3.66,41.08,201.53,286.9,395.96,27.03,18.27,92.36
"Alex Semin","ALEX.SEMIN","09-10","WSH","L/R","R",1984-03-03,25,73,223.03,95.17,87.46,89.34,90.84,90.15,38.22,1.94,236.15,33.87,358,42.7,461.43,46.55,36.05,3.94,36.28,202.28,315.3,414.88,32.11,16.18,94.27
"Alex Semin","ALEX.SEMIN","10-11","WSH","R","R",1984-03-03,26,63,183.63,80.32,84.09,85.8,87.44,88.17,16.37,4.01,177.22,33.53,259.08,42.87,344.26,49.46,25.05,3.36,12.36,143.69,216.21,294.8,21.69,9.24,88.04
"Alex Semin","ALEX.SEMIN","11-12","WSH","R","R",1984-03-03,27,73,183.83,85.22,82.05,84.83,87,82.83,19.38,3.36,149.5,32.7,225.96,40.42,304.33,45.48,19.11,3.96,16.02,116.8,185.54,258.85,15.15,12.96,89.72
"Alex Semin","ALEX.SEMIN","12-13","CAR","R","R",1984-03-03,28,44,148.35,84.16,88.52,88.38,88.58,87.78,11.64,2.19,139.22,18.05,190.63,25.06,248.17,31.98,18.67,2.6,9.45,121.17,165.57,216.19,16.07,8.36,87.87
"Alex Semin","ALEX.SEMIN","13-14","CAR","R","R",1984-03-03,29,63,203.93,67.17,83.7,83.51,86.96,81.75,10.27,5.02,156.07,30.39,232.91,45.98,333.81,50.04,20.79,4.64,5.25,125.68,186.93,283.77,16.15,6.58,83.48
"Alex Semin","ALEX.SEMIN","14-15","CAR","R","R",1984-03-03,30,53,82.83,87.79,83.22,85.44,88.05,88.45,7.12,0.99,60.57,12.21,89.24,15.21,125.92,17.09,10.11,1.32,6.13,48.36,74.03,108.83,8.79,11.75,91.89
"Alex Steen","ALEX.STEEN","07-08","TOR","C","L",1984-03-01,23,76,125.32,77.03,78.74,82.2,84.71,87.9,14.39,4.29,98.98,26.73,137.32,29.73,176.68,31.89,12.42,1.71,10.1,72.25,107.59,144.79,10.71,14.54,83.95
"Alex Steen","ALEX.STEEN","08-09","STL","C","L",1984-03-01,24,60,103.08,100,90.37,89.92,89.86,93.96,9.75,0,84.13,8.96,126.55,14.19,170.24,19.22,9.64,0.62,9.75,75.17,112.36,151.02,9.02,11.59,100
"Alex Steen","ALEX.STEEN","09-10","STL","C","L",1984-03-01,25,68,177,90.75,88.12,88.78,88.58,89.45,23.26,2.37,153.66,20.72,214.76,27.13,296.68,38.24,20.09,2.37,20.89,132.94,187.63,258.44,17.72,15.14,88.56
"Alex Steen","ALEX.STEEN","10-11","STL","C","L",1984-03-01,26,72,208.9,100,91.18,91.91,92.46,92.68,17.64,0,175.57,16.99,260.84,22.97,356.45,29.07,21.41,1.69,17.64,158.58,237.87,327.38,19.72,10.05,100
"Alex Steen","ALEX.STEEN","11-12","STL","C","L",1984-03-01,27,43,102.92,78.15,91.97,88.38,91.34,88.78,10.05,2.81,74.23,6.48,113.37,14.9,178.09,16.88,10.21,1.29,7.24,67.75,98.47,161.21,8.92,13.54,56.64
"Alex Steen","ALEX.STEEN","12-13","STL","C","L",1984-03-01,28,40,99.93,85.3,86.23,85.45,87.02,85.67,12.71,2.19,96.28,15.38,131.76,22.44,182.18,27.17,10.34,1.73,10.52,80.9,109.32,155.01,8.61,13.2,85.76
"Alex Steen","ALEX.STEEN","13-14","STL","C/L","L",1984-03-01,29,68,216.68,90.34,91.41,91.45,92,92.24,28.23,3.02,208.61,19.6,287.84,26.92,413.41,35.96,23.76,2,25.21,189.01,260.92,377.45,21.76,13.53,84.59
"Alex Steen","ALEX.STEEN","14-15","STL","L","L",1984-03-01,30,70,234.47,90.09,90.12,89.25,89.86,91.62,35.83,3.94,238.48,26.14,312.8,37.66,423.78,47.84,27.02,2.47,31.89,212.34,275.14,375.94,24.55,15.02,84.93
"Alex Steen","ALEX.STEEN","15-16","STL","L","L",1984-03-01,31,65,189.2,96.96,83.56,85.49,87.97,83.28,27.72,0.87,153.39,30.18,214.2,36.35,296.04,40.48,17.09,3.43,26.85,123.21,177.85,255.56,13.66,18.07,97.12
"Alex Steen","ALEX.STEEN","16-17","STL","L","L",1984-03-01,32,74,212.73,92.05,87.71,86.19,88.69,88.01,24.07,2.08,176.8,24.77,239.48,38.38,316.3,40.32,20.85,2.84,21.99,152.03,201.1,275.98,18.01,13.61,91.6
"Alex Steen","ALEX.STEEN","17-18","STL","L","L",1984-03-01,33,75,215.98,80.83,82.15,84.47,85.72,89.01,24.41,5.79,205.02,44.54,279.95,51.47,363.22,60.51,23.74,2.93,18.62,160.48,228.48,302.71,20.81,11.91,87
"Alex Steen","ALEX.STEEN","18-19","STL","L","L",1984-03-01,34,64,83.28,83.96,83.26,87.08,88.55,91.53,11.46,2.19,61.62,12.39,90.11,13.37,131.5,17.01,8.43,0.78,9.27,49.23,76.74,114.49,7.65,18.6,82.32
"Alex Tanguay","ALEX.TANGUAY","07-08","CGY","L","L",1979-11-21,27,78,220.35,78.05,82.57,83.7,84.98,88.69,18.24,5.13,164.02,34.62,219.38,42.73,289.09,51.09,20.38,2.6,13.11,129.4,176.65,238,17.78,11.12,85.18
"Alex Tanguay","ALEX.TANGUAY","08-09","MTL","L","L",1979-11-21,28,50,173.3,92.31,85.68,86.27,87.11,87.9,24.6,2.05,152.63,25.5,226.53,36.06,320.11,47.37,21.07,2.9,22.55,127.13,190.47,272.74,18.17,16.12,91.96
"Alex Tanguay","ALEX.TANGUAY","09-10","T.B","L","L",1979-11-21,29,80,151.82,91.51,80.58,79.03,80.28,75.12,10.67,0.99,98.65,23.78,136.98,36.35,174.76,42.92,9.54,3.16,9.68,74.87,100.63,131.84,6.38,10.82,95.84
"Alex Tanguay","ALEX.TANGUAY","10-11","CGY","L","L",1979-11-21,30,79,270.25,84.4,82.36,83.2,84.54,89.13,27.33,5.05,208.39,44.64,305.27,61.62,399.6,73.09,26.99,3.29,22.28,163.75,243.65,326.51,23.7,13.11,88.69
"Alex Tanguay","ALEX.TANGUAY","11-12","CGY","L","L",1979-11-21,31,63,198.07,90.96,86.29,84.25,85.42,91.65,20.93,2.08,162.43,25.8,213.1,39.83,283.47,48.37,19,1.73,18.85,136.63,173.27,235.1,17.27,12.89,91.94
"Alex Tanguay","ALEX.TANGUAY","12-13","CGY","L","L",1979-11-21,32,40,112.72,91.6,85.66,86.54,86.99,84.37,11.78,1.08,73.06,12.23,109.42,17.02,150.24,22.46,9.88,1.83,10.7,60.83,92.4,127.78,8.05,16.12,91.17
"Alex Tanguay","ALEX.TANGUAY","14-15","COL","L","L",1979-11-21,34,79,180.45,93.95,82.3,84.37,84.84,86.7,15.37,0.99,145.64,31.32,198.18,36.72,253.51,45.29,16.56,2.54,14.38,114.32,161.46,208.22,14.02,10.55,96.84
"Alex Tanguay","ALEX.TANGUAY","15-16","COL","L","L",1979-11-21,35,50,100.2,91.65,80.83,84.25,85.39,85.18,11.86,1.08,79.08,18.75,105.46,19.72,140.8,24.1,7.53,1.31,10.78,60.33,85.74,116.7,6.22,15,94.24
"Alex Tuch","ALEX.TUCH","17-18","VGK","R","R",1996-05-10,21,76,175.47,100,90.79,92.87,93.74,96.98,20.66,0,207.93,21.09,285.71,21.95,391.14,26.14,27.91,0.87,20.66,186.84,263.76,365,27.04,9.94,100
"Alex Tuch","ALEX.TUCH","18-19","VGK","R","R",1996-05-10,22,74,175.15,90.63,85.88,87.09,88.59,86.05,20.51,2.12,152.65,25.09,226.05,33.5,309.13,39.8,21.4,3.47,18.39,127.56,192.55,269.33,17.93,13.44,91.55
"Alex Tuch","ALEX.TUCH","19-20","VGK","R","R",1996-05-10,23,41,72.95,89.18,87.61,90.73,92.65,89.7,8.9,1.08,68.09,9.63,104.39,10.66,146.5,11.62,8.8,1.01,7.82,58.46,93.73,134.88,7.79,13.07,88.79
"Alex Wennberg","ALEX.WENNBERG","14-15","CBJ","C","L",1994-09-22,19,67,94.23,90.69,89.05,86.41,87.43,87.38,11.49,1.18,79.61,9.79,103.53,16.28,142,20.42,9.21,1.33,10.31,69.82,87.25,121.58,7.88,14.43,87.95
"Alex Wennberg","ALEX.WENNBERG","15-16","CBJ","C","L",1994-09-22,20,67,133.37,76.35,82.92,85.13,84.8,88.49,14.14,4.38,120.21,24.76,167.35,29.23,199.16,35.69,17.92,2.33,9.76,95.45,138.12,163.47,15.59,11.76,82.31
"Alex Wennberg","ALEX.WENNBERG","16-17","CBJ","C","L",1994-09-22,21,74,202.08,96.96,89.96,88.4,89.12,91.72,32.22,1.01,187.05,20.88,251.56,33.01,335.61,40.99,27.14,2.45,31.21,166.17,218.55,294.62,24.69,17.23,95.16
"Alex Wennberg","ALEX.WENNBERG","17-18","CBJ","C","L",1994-09-22,22,64,162.95,85.81,82.72,86.76,88.11,89.49,17.66,2.92,135.21,28.25,208.17,31.78,273.63,36.91,16.78,1.97,14.74,106.96,176.39,236.72,14.81,13.06,89.66
