"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS","NZS","DZS","OTF","OZF","NZF","DZF","Ice_F","Ice_A"
"Patrick Kane","PATRICK.KANE","13-14","CHI","R","L",1988-11-19,24,68,216.78,3.19,62.63,123,20,0,33,219,35,6,1,1
"Patrick Kane","PATRICK.KANE","14-15","CHI","R","L",1988-11-19,25,61,209.75,3.44,62.09,123,26,0,21,208,37,3,2,0
"Patrick Kane","PATRICK.KANE","15-16","CHI","R","L",1988-11-19,26,82,238.52,2.91,62.26,115,28,2,62,204,45,8,5,0
"Patrick Kane","PATRICK.KANE","16-17","CHI","R","L",1988-11-19,27,81,257.93,3.18,69.36,131,16,2,33,236,26,11,5,0
"Patrick Kane","PATRICK.KANE","17-18","CHI","R","L",1988-11-19,28,81,272.73,3.37,60.86,146,24,3,59,239,44,7,2,0
"Patrick Kane","PATRICK.KANE","18-19","CHI","R","L",1988-11-19,29,79,282.8,3.58,75.46,102,23,0,18,245,37,12,8,0
"Patrick Kane","PATRICK.KANE","19-20","CHI","R","L",1988-11-19,30,69,242.2,3.51,70.03,105,19,0,17,241,35,4,0,0
"Patrick Marleau","PATRICK.MARLEAU","07-08","S.J","C","L",1979-09-15,28,78,277.22,3.55,51.41,87,48,3,78,169,95,11,2,0
"Patrick Marleau","PATRICK.MARLEAU","08-09","S.J","C","L",1979-09-15,29,76,270.7,3.56,55.29,145,36,5,67,264,57,7,1,0
"Patrick Marleau","PATRICK.MARLEAU","09-10","S.J","C","L",1979-09-15,30,80,265.6,3.32,57.28,146,30,2,58,267,46,9,1,0
"Patrick Marleau","PATRICK.MARLEAU","10-11","S.J","C","L",1979-09-15,31,81,253.83,3.13,58.98,156,35,2,60,286,58,8,1,0
"Patrick Marleau","PATRICK.MARLEAU","11-12","S.J","C","L",1979-09-15,32,82,248.88,3.04,58.03,153,36,1,69,266,53,11,1,0
"Patrick Marleau","PATRICK.MARLEAU","12-13","S.J","C","L",1979-09-15,33,46,147.87,3.21,56.85,103,9,4,31,161,21,10,3,0
"Patrick Marleau","PATRICK.MARLEAU","13-14","S.J","C","L",1979-09-15,34,82,280.18,3.42,61.56,158,33,2,50,293,53,9,2,0
"Patrick Marleau","PATRICK.MARLEAU","14-15","S.J","C","L",1979-09-15,35,82,255.95,3.12,63.19,150,22,3,52,270,42,19,7,0
"Patrick Marleau","PATRICK.MARLEAU","15-16","S.J","C","L",1979-09-15,36,79,268.68,3.4,63.19,158,26,1,20,289,53,10,4,0
"Patrick Marleau","PATRICK.MARLEAU","16-17","S.J","C","L",1979-09-15,37,82,228.37,2.79,57.72,145,18,1,32,241,40,5,1,0
"Patrick Marleau","PATRICK.MARLEAU","17-18","TOR","C","L",1979-09-15,38,81,155.83,1.92,46.06,69,13,3,81,103,18,6,2,0
"Patrick Marleau","PATRICK.MARLEAU","18-19","TOR","C","L",1979-09-15,39,78,142.65,1.83,40.71,69,15,2,81,104,21,6,2,0
"Patrick Marleau","PATRICK.MARLEAU","19-20","S.J","C","L",1979-09-15,40,57,77.75,1.36,32.8,29,11,3,63,39,13,5,1,0
"Patrick Maroon","PATRICK.MAROON","13-14","ANA","L","L",1988-04-23,25,62,101.78,1.64,31.12,51,17,2,39,76,25,8,4,0
"Patrick Maroon","PATRICK.MAROON","14-15","ANA","L","L",1988-04-23,26,67,144.83,2.16,45.89,84,11,3,29,140,21,12,6,0
"Patrick Maroon","PATRICK.MAROON","15-16","ANA","L","L",1988-04-23,27,54,77.47,1.43,30.16,47,7,0,38,80,13,4,2,0
"Patrick Maroon","PATRICK.MAROON","16-17","EDM","L","L",1988-04-23,28,79,153.27,1.94,40.07,59,13,4,97,95,28,13,3,0
"Patrick Maroon","PATRICK.MAROON","17-18","EDM","L","L",1988-04-23,29,54,97.83,1.81,39.89,39,14,0,60,69,22,3,2,0
"Patrick Maroon","PATRICK.MAROON","18-19","STL","L","L",1988-04-23,30,73,143.37,1.96,42.38,59,12,0,82,94,23,3,1,0
"Patrick Maroon","PATRICK.MAROON","19-20","T.B","L","L",1988-04-23,31,62,97.17,1.57,31.15,41,8,1,78,57,13,4,3,0
"Patrick O'Sullivan","PATRICK.O'SULLIVAN","07-08","L.A","C","L",1985-02-01,22,82,194.48,2.37,33.57,88,41,3,103,131,63,12,1,0
"Patrick O'Sullivan","PATRICK.O'SULLIVAN","08-09","L.A","C","L",1985-02-01,23,62,186.98,3.02,45,105,27,3,78,154,43,10,3,0
"Patrick O'Sullivan","PATRICK.O'SULLIVAN","09-10","EDM","C","L",1985-02-01,24,72,177.82,2.47,42.83,79,12,4,98,111,19,9,3,0
"Patrick Sharp","PATRICK.SHARP","07-08","CHI","R","R",1981-12-27,25,78,236.83,3.04,43.22,91,44,7,110,152,80,18,3,1
"Patrick Sharp","PATRICK.SHARP","08-09","CHI","R","R",1981-12-27,26,61,216.7,3.55,52.03,127,26,2,69,210,39,10,1,0
"Patrick Sharp","PATRICK.SHARP","09-10","CHI","R","R",1981-12-27,27,81,211.77,2.61,47.91,103,17,3,95,174,37,6,1,0
"Patrick Sharp","PATRICK.SHARP","10-11","CHI","R","R",1981-12-27,28,73,233.15,3.19,61.23,148,17,0,45,236,40,7,1,0
"Patrick Sharp","PATRICK.SHARP","11-12","CHI","R","R",1981-12-27,29,73,248,3.4,59.27,134,22,1,55,222,33,3,1,0
"Patrick Sharp","PATRICK.SHARP","12-13","CHI","R","R",1981-12-27,30,28,81.63,2.92,51.25,41,5,0,34,61,9,1,1,1
"Patrick Sharp","PATRICK.SHARP","13-14","CHI","R","R",1981-12-27,31,81,253.35,3.13,62.3,158,24,1,39,254,39,3,1,1
"Patrick Sharp","PATRICK.SHARP","14-15","CHI","L/R","R",1981-12-27,32,65,186.58,2.87,54.64,85,17,0,62,155,35,4,2,0
"Patrick Sharp","PATRICK.SHARP","15-16","DAL","L","R",1981-12-27,33,75,211,2.81,55.96,121,25,4,50,223,48,9,2,0
"Patrick Sharp","PATRICK.SHARP","16-17","DAL","L","R",1981-12-27,34,48,96.23,2,43.07,48,6,1,53,79,15,5,2,1
"Patrick Sharp","PATRICK.SHARP","17-18","CHI","L","R",1981-12-27,35,69,106.68,1.55,26.91,56,9,1,59,81,17,4,1,0
"Patrick Wiercioch","PATRICK.WIERCIOCH","12-13","OTT","D","L",1990-09-12,22,40,91.7,2.29,45.55,43,18,2,31,75,19,8,3,0
"Patrick Wiercioch","PATRICK.WIERCIOCH","13-14","OTT","D","L",1990-09-12,23,53,142.55,2.69,52.31,63,20,3,53,109,33,10,4,0
"Patrick Wiercioch","PATRICK.WIERCIOCH","14-15","OTT","D","L",1990-09-12,24,56,134.17,2.4,43.21,61,14,5,50,114,30,14,4,0
"Patrick Wiercioch","PATRICK.WIERCIOCH","16-17","COL","D","L",1990-09-12,26,55,51.9,0.94,19.23,26,7,1,41,33,8,5,2,0
"Patrik Berglund","PATRIK.BERGLUND","08-09","STL","C","L",1988-06-02,20,75,227.13,3.03,46.66,125,21,4,101,190,36,8,2,0
"Patrik Berglund","PATRIK.BERGLUND","09-10","STL","C","L",1988-06-02,21,71,156.57,2.21,37.5,67,14,2,92,109,27,7,0,0
"Patrik Berglund","PATRIK.BERGLUND","10-11","STL","C","L",1988-06-02,22,81,227.83,2.81,52.4,125,34,2,63,199,45,7,1,0
"Patrik Berglund","PATRIK.BERGLUND","11-12","STL","C","L",1988-06-02,23,82,189.9,2.32,46,107,29,1,94,155,41,6,4,0
"Patrik Berglund","PATRIK.BERGLUND","12-13","STL","C","L",1988-06-02,24,48,109.6,2.28,46.01,60,19,1,54,87,29,4,1,0
"Patrik Berglund","PATRIK.BERGLUND","13-14","STL","C","L",1988-06-02,25,78,119.12,1.53,28.57,63,17,6,100,81,25,8,1,0
"Patrik Berglund","PATRIK.BERGLUND","14-15","STL","C","L",1988-06-02,26,73,60.78,0.83,16.15,30,7,3,54,39,11,4,0,0
"Patrik Berglund","PATRIK.BERGLUND","16-17","STL","C","L",1988-06-02,28,80,115.6,1.44,29.58,45,17,6,87,63,25,12,0,0
"Patrik Berglund","PATRIK.BERGLUND","17-18","STL","C","L",1988-06-02,29,57,98.02,1.72,35.81,25,16,6,73,50,23,13,3,0
"Patrik Elias","PATRIK.ELIAS","07-08","N.J","C/L","L",1976-04-13,31,73,249.32,3.42,52.66,89,60,7,77,157,93,11,0,0
"Patrik Elias","PATRIK.ELIAS","08-09","N.J","L","L",1976-04-13,32,76,253.37,3.33,57.05,133,18,2,42,259,43,4,0,0
"Patrik Elias","PATRIK.ELIAS","09-10","N.J","L","L",1976-04-13,33,56,140.53,2.51,46.35,77,12,2,68,119,19,5,1,0
"Patrik Elias","PATRIK.ELIAS","10-11","N.J","L","L",1976-04-13,34,78,206.4,2.65,53.98,129,18,2,56,199,32,7,1,0
"Patrik Elias","PATRIK.ELIAS","11-12","N.J","L","L",1976-04-13,35,80,256.93,3.21,63.03,172,25,3,35,261,61,10,3,0
"Patrik Elias","PATRIK.ELIAS","12-13","N.J","L","L",1976-04-13,36,48,148.63,3.1,56.91,97,16,0,38,155,27,9,2,0
"Patrik Elias","PATRIK.ELIAS","13-14","N.J","L","L",1976-04-13,37,65,151.88,2.34,49.81,80,12,7,46,125,22,10,1,0
"Patrik Elias","PATRIK.ELIAS","14-15","N.J","L","L",1976-04-13,38,65,129.95,2,44.77,72,10,2,53,105,18,4,1,0
"Patrik Elias","PATRIK.ELIAS","15-16","N.J","L","L",1976-04-13,39,16,52.77,3.3,55.52,26,7,1,12,45,10,4,0,0
"Patrik Laine","PATRIK.LAINE","16-17","WPG","R","R",1998-04-19,18,72,184.38,2.56,49.94,88,12,5,71,151,32,13,3,0
"Patrik Laine","PATRIK.LAINE","17-18","WPG","R","R",1998-04-19,19,80,237.18,2.96,56.3,125,23,4,32,230,46,14,4,1
"Patrik Laine","PATRIK.LAINE","18-19","WPG","R","R",1998-04-19,20,81,275.15,3.4,69.19,153,13,1,18,272,37,7,2,0
"Patrik Laine","PATRIK.LAINE","19-20","WPG","R","R",1998-04-19,21,64,208.35,3.26,67.65,111,15,0,26,214,22,4,2,0
"Paul Byron","PAUL.BYRON","17-18","MTL","L","L",1989-04-27,28,80,89,1.11,22.86,57,11,2,42,96,15,3,1,0
"Paul Byron","PAUL.BYRON","18-19","MTL","L","L",1989-04-27,29,52,60.17,1.16,23.35,22,6,0,50,34,10,1,1,0
"Paul Gaustad","PAUL.GAUSTAD","07-08","BUF","C","L",1982-02-03,25,81,228.03,2.82,41.66,113,50,9,74,168,72,16,0,0
"Paul Gaustad","PAUL.GAUSTAD","08-09","BUF","C","L",1982-02-03,26,61,120.02,1.97,31.82,52,15,6,80,79,27,11,2,0
"Paul Gaustad","PAUL.GAUSTAD","09-10","BUF","C","L",1982-02-03,27,65,146.55,2.25,39.18,90,8,10,58,124,17,14,1,0
"Paul Gaustad","PAUL.GAUSTAD","10-11","BUF","C","L",1982-02-03,28,81,62.17,0.77,14.53,31,15,2,47,47,24,5,0,0
"Paul Kariya","PAUL.KARIYA","07-08","STL","L","L",1974-10-16,32,81,313.55,3.87,61.15,106,78,3,62,206,123,11,5,0
"Paul Kariya","PAUL.KARIYA","09-10","STL","L","L",1974-10-16,34,75,186.72,2.49,42.69,100,18,1,83,170,37,9,1,0
"Paul Mara","PAUL.MARA","07-08","NYR","D","L",1979-09-07,28,61,134.27,2.2,31.18,46,29,5,78,90,44,9,2,0
"Paul Mara","PAUL.MARA","08-09","NYR","D","L",1979-09-07,29,76,193.42,2.54,39.31,77,22,9,118,122,41,17,2,0
"Paul Mara","PAUL.MARA","09-10","MTL","D","L",1979-09-07,30,41,69.47,1.69,36.08,33,8,2,28,54,10,4,0,0
"Paul Martin","PAUL.MARTIN","07-08","N.J","D","L",1981-03-05,26,72,261.72,3.64,57.22,95,55,8,56,173,98,14,0,0
"Paul Martin","PAUL.MARTIN","08-09","N.J","D","L",1981-03-05,27,72,233.53,3.24,55.45,117,20,7,57,209,37,10,0,0
"Paul Martin","PAUL.MARTIN","09-10","N.J","D","L",1981-03-05,28,21,64.28,3.06,55.74,34,7,3,14,59,8,4,0,0
"Paul Martin","PAUL.MARTIN","10-11","PIT","D","L",1981-03-05,29,77,230.7,3,48.21,92,31,5,79,180,59,20,2,0
"Paul Martin","PAUL.MARTIN","11-12","PIT","D","L",1981-03-05,30,71,131.45,1.85,34.15,42,23,2,83,85,43,10,3,0
"Paul Martin","PAUL.MARTIN","12-13","PIT","D","L",1981-03-05,31,33,106.55,3.23,61.22,42,15,2,21,92,33,5,1,0
"Paul Martin","PAUL.MARTIN","13-14","PIT","D","L",1981-03-05,32,39,116.37,2.98,57.49,49,7,1,30,127,17,10,5,0
"Paul Martin","PAUL.MARTIN","14-15","PIT","D","L",1981-03-05,33,70,120.8,1.73,31.51,49,18,5,78,95,27,9,0,0
"Paul Postma","PAUL.POSTMA","12-13","WPG","D","R",1989-02-22,23,33,54.93,1.66,31.98,22,7,2,35,36,12,3,1,0
"Paul Ranger","PAUL.RANGER","07-08","T.B","D","L",1984-09-12,23,71,93.43,1.32,24.01,37,21,2,92,62,29,2,0,1
"Paul Ranger","PAUL.RANGER","08-09","T.B","D","L",1984-09-12,24,42,87.68,2.09,30.48,33,8,4,68,62,14,5,0,0
"Paul Stastny","PAUL.STASTNY","07-08","COL","C","L",1985-12-27,21,66,260.93,3.95,58.43,121,57,5,48,184,87,12,3,0
"Paul Stastny","PAUL.STASTNY","08-09","COL","C","L",1985-12-27,22,45,170.02,3.78,59.32,90,17,2,33,142,26,7,2,0
"Paul Stastny","PAUL.STASTNY","09-10","COL","C","L",1985-12-27,23,81,279.83,3.45,59.25,153,31,2,36,273,51,9,1,0
"Paul Stastny","PAUL.STASTNY","10-11","COL","C","L",1985-12-27,24,73,208.45,2.86,54.69,102,21,5,48,189,37,7,1,0
"Paul Stastny","PAUL.STASTNY","11-12","COL","C","L",1985-12-27,25,71,177.33,2.5,53.11,87,22,3,49,168,36,5,1,0
"Paul Stastny","PAUL.STASTNY","12-13","COL","C","L",1985-12-27,26,40,99.38,2.48,54.96,44,9,3,23,87,16,5,1,0
"Paul Stastny","PAUL.STASTNY","13-14","COL","C","L",1985-12-27,27,68,155.2,2.28,46.58,68,16,2,66,126,24,10,0,0
"Paul Stastny","PAUL.STASTNY","14-15","STL","C","L",1985-12-27,28,70,167.03,2.39,47.52,95,23,6,71,142,29,14,3,0
"Paul Stastny","PAUL.STASTNY","15-16","STL","C","L",1985-12-27,29,61,141.63,2.32,53.4,79,17,2,58,128,31,5,2,0
"Paul Stastny","PAUL.STASTNY","16-17","STL","C","L",1985-12-27,30,64,162.92,2.55,51.76,90,18,3,56,144,29,5,1,0
"Paul Stastny","PAUL.STASTNY","17-18","STL","C","L",1985-12-27,31,62,164.78,2.66,50.36,62,13,4,69,129,26,10,1,0
"Paul Stastny","PAUL.STASTNY","18-19","VGK","C","L",1985-12-27,32,50,96.25,1.92,46.33,43,6,1,43,82,10,6,2,0
"Paul Stastny","PAUL.STASTNY","19-20","VGK","C","L",1985-12-27,33,69,161.23,2.34,53.26,88,15,2,42,158,23,5,2,0
"Pavel Buchnevich","PAVEL.BUCHNEVICH","16-17","NYR","L","L",1995-04-17,21,38,76.02,2,40.34,43,5,3,37,64,7,8,1,0
"Pavel Buchnevich","PAVEL.BUCHNEVICH","17-18","NYR","L","L",1995-04-17,22,72,192.77,2.68,56.78,138,16,1,30,200,23,13,5,0
"Pavel Buchnevich","PAVEL.BUCHNEVICH","18-19","NYR","L","L",1995-04-17,23,61,122.45,2.01,44.1,60,9,2,43,99,18,6,2,0
"Pavel Buchnevich","PAVEL.BUCHNEVICH","19-20","NYR","L","L",1995-04-17,24,67,147.1,2.2,42.37,66,12,3,65,110,21,6,1,0
"Pavel Datsyuk","PAVEL.DATSYUK","07-08","DET","C","L",1978-07-20,29,82,325.53,3.97,58.27,133,82,7,73,249,120,13,0,0
"Pavel Datsyuk","PAVEL.DATSYUK","08-09","DET","C","L",1978-07-20,30,80,246.68,3.08,49.23,175,30,6,75,243,46,12,2,0
"Pavel Datsyuk","PAVEL.DATSYUK","09-10","DET","C","L",1978-07-20,31,79,254.25,3.22,54.71,167,25,3,63,253,38,4,0,0
"Pavel Datsyuk","PAVEL.DATSYUK","10-11","DET","C","L",1978-07-20,32,54,167.03,3.09,51.31,110,15,2,41,163,28,7,0,0
"Pavel Datsyuk","PAVEL.DATSYUK","11-12","DET","C","L",1978-07-20,33,69,202.12,2.93,52.31,119,28,3,47,169,44,6,2,0
"Pavel Datsyuk","PAVEL.DATSYUK","12-13","DET","C","L",1978-07-20,34,47,157.15,3.34,55.98,96,13,2,45,136,28,11,3,0
"Pavel Datsyuk","PAVEL.DATSYUK","13-14","DET","C","L",1978-07-20,35,43,128.28,2.98,56.18,67,13,4,31,112,20,4,0,0
"Pavel Datsyuk","PAVEL.DATSYUK","14-15","DET","C","L",1978-07-20,36,63,169.05,2.68,51.08,102,20,4,49,165,31,11,1,0
"Pavel Datsyuk","PAVEL.DATSYUK","15-16","DET","C","L",1978-07-20,37,65,179.02,2.75,53.88,98,18,5,56,150,25,9,2,0
"Pavel Kubina","PAVEL.KUBINA","07-08","TOR","D","R",1977-04-15,30,72,238.88,3.32,49.89,81,47,8,81,155,88,17,2,0
"Pavel Kubina","PAVEL.KUBINA","08-09","TOR","D","R",1977-04-15,31,80,268.33,3.35,54.55,116,30,6,77,238,48,17,4,0
"Pavel Kubina","PAVEL.KUBINA","09-10","ATL","D","R",1977-04-15,32,76,170.98,2.25,35.31,72,34,7,86,114,47,13,1,0
"Pavel Kubina","PAVEL.KUBINA","10-11","T.B","D","R",1977-04-15,33,78,184.2,2.36,37.36,56,33,10,102,94,48,17,2,0
"Pavel Kubina","PAVEL.KUBINA","11-12","T.B","D","R",1977-04-15,34,51,67.65,1.33,26.57,10,11,7,58,23,17,10,2,0
"Pavel Zacha","PAVEL.ZACHA","16-17","N.J","C","L",1997-04-06,19,69,125.33,1.82,36,50,15,2,76,85,22,4,0,0
"Pavel Zacha","PAVEL.ZACHA","17-18","N.J","C","L",1997-04-06,20,67,89.42,1.33,26.72,39,7,6,41,68,13,8,0,1
"Pavel Zacha","PAVEL.ZACHA","18-19","N.J","C","L",1997-04-06,21,60,102.83,1.71,31.63,47,7,2,57,80,14,6,0,0
"Pavel Zacha","PAVEL.ZACHA","19-20","N.J","C","L",1997-04-06,22,64,103.47,1.62,29.66,45,11,3,60,73,18,5,0,0
"Pavol Demitra","PAVOL.DEMITRA","07-08","MIN","R","L",1974-11-29,32,67,222.45,3.32,54.89,97,51,5,96,155,67,7,1,0
"Pavol Demitra","PAVOL.DEMITRA","08-09","VAN","R","L",1974-11-29,33,68,224.68,3.3,51.08,101,23,2,103,166,40,8,2,0
"Pavol Demitra","PAVOL.DEMITRA","09-10","VAN","R","L",1974-11-29,34,28,63.55,2.27,42.97,37,4,2,25,61,8,3,1,0
"Peter Harrold","PETER.HARROLD","08-09","L.A","D","R",1983-06-08,25,68,161.07,2.37,34.78,84,21,3,68,137,33,7,3,0
"Peter Holland","PETER.HOLLAND","14-15","TOR","C","L",1991-01-14,23,62,68.37,1.1,20.04,35,14,3,40,47,20,6,2,0
"Peter Holland","PETER.HOLLAND","15-16","TOR","C","L",1991-01-14,24,62,153.07,2.47,47.29,96,12,6,64,140,13,17,4,0
"Peter Mueller","PETER.MUELLER","07-08","ARI","C","R",1988-04-14,19,80,291.4,3.64,57.72,108,73,4,57,191,107,14,2,0
"Peter Mueller","PETER.MUELLER","08-09","ARI","C","R",1988-04-14,20,69,224.63,3.26,49.94,137,16,2,56,197,32,9,1,0
"Peter Mueller","PETER.MUELLER","09-10","ARI","C","R",1988-04-14,21,53,105.02,1.98,31.22,54,16,2,54,71,24,4,0,1
"Peter Mueller","PETER.MUELLER","12-13","FLA","C","R",1988-04-14,24,42,95.65,2.28,46.75,56,13,2,33,81,25,4,0,1
"Peter Regin","PETER.REGIN","09-10","OTT","C","L",1986-04-16,23,73,97.23,1.33,23.99,52,10,6,61,72,20,7,0,0
"Peter Regin","PETER.REGIN","10-11","OTT","C","L",1986-04-16,24,55,55.22,1,18.63,29,12,1,30,38,17,3,1,0
"Peter Schaefer","PETER.SCHAEFER","07-08","BOS","L","L",1977-07-12,30,61,108.65,1.78,29.81,37,17,8,57,61,25,13,1,0
"Petr Prucha","PETR.PRUCHA","07-08","NYR","C/R","R",1982-09-14,25,62,99.35,1.6,22.68,35,22,3,57,64,37,11,3,0
"Petr Prucha","PETR.PRUCHA","08-09","ARI","R","R",1982-09-14,26,18,55.4,3.08,46.84,17,3,2,22,41,8,4,1,0
"Petr Prucha","PETR.PRUCHA","09-10","ARI","R","R",1982-09-14,27,77,148.05,1.92,30.84,60,16,5,100,91,32,11,1,0
"Petr Sykora","PETR.SYKORA","07-08","PIT","R","L",1976-11-19,30,81,297.4,3.67,49.92,137,52,12,86,218,86,22,1,0
"Petr Sykora","PETR.SYKORA","08-09","PIT","R","L",1976-11-19,31,76,257.97,3.39,53.48,134,20,7,64,215,37,15,1,0
"Petr Sykora","PETR.SYKORA","11-12","N.J","R","L",1976-11-19,34,81,154.37,1.91,37.32,46,15,6,128,67,31,9,1,0
"Petteri Nummelin","PETTERI.NUMMELIN","07-08","MIN","D","L",1972-11-25,34,26,68.97,2.65,46.85,33,12,3,28,46,19,5,0,0
"Phil Kessel","PHIL.KESSEL","07-08","BOS","C","R",1987-10-02,19,80,168.37,2.1,34.45,38,34,10,128,73,54,18,3,0
"Phil Kessel","PHIL.KESSEL","08-09","BOS","C","R",1987-10-02,20,69,162.48,2.35,39.54,66,17,3,100,115,36,6,2,0
"Phil Kessel","PHIL.KESSEL","09-10","TOR","C","R",1987-10-02,21,69,250.57,3.63,58.2,122,21,1,35,228,47,3,1,0
"Phil Kessel","PHIL.KESSEL","10-11","TOR","C","R",1987-10-02,22,82,285.02,3.48,55.18,116,28,5,88,221,59,15,0,0
"Phil Kessel","PHIL.KESSEL","11-12","TOR","C","R",1987-10-02,23,79,256.87,3.25,62.23,131,29,3,40,226,44,10,2,0
"Phil Kessel","PHIL.KESSEL","12-13","TOR","C","R",1987-10-02,24,47,144.62,3.08,59.65,77,25,4,34,115,33,9,1,0
"Phil Kessel","PHIL.KESSEL","13-14","TOR","C","R",1987-10-02,25,81,244.08,3.01,59.18,127,31,5,40,229,53,16,1,0
"Phil Kessel","PHIL.KESSEL","14-15","TOR","C","R",1987-10-02,26,82,276.4,3.37,61.46,164,33,2,36,246,51,15,3,0
"Phil Kessel","PHIL.KESSEL","15-16","PIT","C","R",1987-10-02,27,82,264.22,3.22,64.5,143,26,4,37,256,40,11,3,0
"Phil Kessel","PHIL.KESSEL","16-17","PIT","C","R",1987-10-02,28,78,275.52,3.53,68.03,165,23,2,18,285,49,12,4,0
"Phil Kessel","PHIL.KESSEL","17-18","PIT","C","R",1987-10-02,29,81,295.78,3.65,73.68,171,21,0,19,286,46,15,6,0
"Phil Kessel","PHIL.KESSEL","18-19","PIT","C","R",1987-10-02,30,81,249.13,3.08,70.12,148,14,0,19,246,41,7,4,0
"Phil Kessel","PHIL.KESSEL","19-20","ARI","C","R",1987-10-02,31,68,207.1,3.05,58.89,113,16,0,38,193,27,5,1,0
"Philip Larsen","PHILIP.LARSEN","11-12","DAL","D","R",1989-12-07,21,51,69.57,1.36,26.96,35,8,2,34,56,18,4,1,0
"Philip Larsen","PHILIP.LARSEN","13-14","EDM","D","R",1989-12-07,23,29,69.68,2.4,48.15,27,13,2,25,50,18,3,0,0
"Philip Larsen","PHILIP.LARSEN","16-17","VAN","D","R",1989-12-07,26,25,55.28,2.21,49.53,23,5,0,12,51,6,0,0,0
"Philippe Boucher","PHILIPPE.BOUCHER","07-08","DAL","D","R",1973-03-24,34,38,100.5,2.64,41.46,24,23,2,41,50,33,5,1,0
"Philippe Boucher","PHILIPPE.BOUCHER","08-09","PIT","D","R",1973-03-24,35,25,62,2.48,38.1,31,7,4,31,46,13,9,0,0
"Phillip Danault","PHILLIP.DANAULT","16-17","MTL","L","L",1993-02-24,23,82,50.93,0.62,13.99,21,11,1,27,36,15,2,0,0
"Phillip Danault","PHILLIP.DANAULT","17-18","MTL","L","L",1993-02-24,24,50,51.07,1.02,20.08,17,6,2,39,32,14,4,1,0
"Phillip Danault","PHILLIP.DANAULT","19-20","MTL","L","L",1993-02-24,26,68,108.58,1.6,35.41,46,14,1,51,80,20,4,0,0
"Pierre-Luc Dubois","PIERRE-LUC.DUBOIS","17-18","CBJ","L","L",1998-06-24,19,80,152.88,1.91,41.12,73,14,5,55,123,24,9,1,0
"Pierre-Luc Dubois","PIERRE-LUC.DUBOIS","18-19","CBJ","L","L",1998-06-24,20,78,183.77,2.36,49.44,93,19,1,48,153,26,4,1,0
"Pierre-Luc Dubois","PIERRE-LUC.DUBOIS","19-20","CBJ","L","L",1998-06-24,21,70,177.48,2.54,56.67,73,22,3,45,135,32,6,3,0
"Pierre-Marc Bouchard","PIERRE-MARC.BOUCHARD","07-08","MIN","C","L",1984-04-27,23,80,269.78,3.37,54.39,117,53,6,92,197,80,12,2,1
"Pierre-Marc Bouchard","PIERRE-MARC.BOUCHARD","08-09","MIN","C","L",1984-04-27,24,70,213.57,3.05,51.45,121,29,8,81,187,40,11,0,0
"Pierre-Marc Bouchard","PIERRE-MARC.BOUCHARD","10-11","MIN","C","L",1984-04-27,26,57,150.62,2.64,46.93,72,20,2,70,109,27,8,0,0
"Pierre-Marc Bouchard","PIERRE-MARC.BOUCHARD","11-12","MIN","C","L",1984-04-27,27,37,116.17,3.14,57.89,53,12,1,39,86,17,4,0,0
"Pierre-Marc Bouchard","PIERRE-MARC.BOUCHARD","12-13","MIN","C","L",1984-04-27,28,41,68.68,1.68,33.51,36,6,4,33,47,9,7,2,0
"Pontus Aberg","PONTUS.ABERG","18-19","ANA","L","R",1993-09-23,24,37,75.58,2.04,43.54,39,8,1,33,64,10,3,2,0
"Quinn Hughes","QUINN.HUGHES","19-20","VAN","D","L",1999-10-14,19,67,242.93,3.63,66.96,111,17,0,31,201,26,7,3,1
"R.J. Umberger","R.J..UMBERGER","07-08","PHI","C","L",1982-05-03,25,73,124.65,1.71,24.38,36,29,6,99,61,45,6,0,0
"R.J. Umberger","R.J..UMBERGER","08-09","CBJ","C","L",1982-05-03,26,79,223.78,2.83,44.83,111,35,7,129,174,58,10,3,0
"R.J. Umberger","R.J..UMBERGER","09-10","CBJ","C","L",1982-05-03,27,80,254.47,3.18,54.47,162,34,5,85,227,45,8,1,0
"R.J. Umberger","R.J..UMBERGER","10-11","CBJ","C","L",1982-05-03,28,80,243.23,3.04,52.7,128,28,6,86,194,50,10,2,0
"R.J. Umberger","R.J..UMBERGER","11-12","CBJ","C","L",1982-05-03,29,76,233.35,3.07,46.44,98,25,5,130,163,53,9,2,0
"R.J. Umberger","R.J..UMBERGER","12-13","CBJ","C","L",1982-05-03,30,48,118.37,2.47,47.3,67,14,1,39,104,26,1,0,0
"R.J. Umberger","R.J..UMBERGER","13-14","CBJ","C","L",1982-05-03,31,71,147.73,2.08,37.18,67,17,5,84,110,31,9,1,0
"R.J. Umberger","R.J..UMBERGER","14-15","PHI","C","L",1982-05-03,32,66,87.93,1.33,26.84,35,18,2,72,50,24,5,1,0
"Radek Bonk","RADEK.BONK","07-08","NSH","C","L",1976-01-09,31,79,223.67,2.83,40.7,76,54,11,128,118,84,18,1,0
"Radek Bonk","RADEK.BONK","08-09","NSH","C","L",1976-01-09,32,66,143.18,2.17,35.81,80,20,2,61,127,28,10,2,0
"Radek Dvorak","RADEK.DVORAK","09-10","FLA","R","R",1977-03-09,32,76,69.17,0.91,15.38,24,10,0,88,37,14,2,1,0
